,year,manufacturer,model,condition,cylinders,fuel,title_status,transmission,drive,size,type,paint_color,state,price_log,odometer_log
38770,2016,nissan,rogue,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,SUV,silver,tx,8.922658299524402,11.367529682277944
457573,2015,chevrolet,tahoe,like new,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,ks,10.403777874386735,11.17057599117614
243858,2005,pontiac,g6,good,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,silver,md,7.7406644019172415,12.417957049864935
178275,2013,kia,sportage,like new,4 cylinders,gas,clean,automatic,fwd,mid-size,SUV,grey,fl,9.20029003612268,11.74981411807611
350242,2007,cadillac,escalade,like new,8 cylinders,gas,clean,automatic,4wd,full-size,sedan,custom,ca,10.085600754292345,11.224349659925092
527515,2011,honda,accorrd,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,silver,nc,9.104979856318357,11.429663414101217
392332,2002,ford,f250 lariat,excellent,8 cylinders,diesel,clean,automatic,rwd,full-size,pickup,green,ca,8.986571625268054,12.400857873739328
225136,2010,mini,cooper s,excellent,4 cylinders,gas,clean,manual,fwd,mid-size,hatchback,white,fl,8.779557455883728,11.678524645619794
265571,1965,ford,mustang,like new,8 cylinders,gas,clean,automatic,rwd,compact,coupe,blue,fl,9.539644119118783,10.621571218386105
361333,2007,jeep,grand cherokee laredo,excellent,6 cylinders,gas,clean,automatic,fwd,mid-size,SUV,grey,mo,8.92252495730139,11.799374277269228
400781,2010,volkswagen,touareg,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,custom,de,8.630521876723241,12.165302732986962
500389,2011,ford,f250,like new,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,green,sc,9.903437551286085,12.150538793727378
234266,1974,ford,ltd,fair,8 cylinders,gas,clean,automatic,rwd,full-size,coupe,red,ia,7.090076835776092,11.004679843467624
165982,2009,pontiac,vibe,excellent,4 cylinders,gas,clean,automatic,fwd,compact,sedan,grey,az,8.852950887099581,11.492824793263226
384860,2010,chevrolet,malibu ls,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,grey,ga,8.34283980427146,12.083961507135202
78946,2006,kia,sedona lx,good,6 cylinders,gas,rebuilt,automatic,fwd,mid-size,mini-van,blue,ne,8.003028666384733,11.842301151971139
485118,2015,chevrolet,express,good,8 cylinders,gas,clean,automatic,rwd,full-size,truck,white,pa,10.08539235583374,11.684523058401208
117797,2003,pontiac,bonneville,good,6 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,ca,7.899153483343097,12.078296090588015
239488,2007,volkswagen,jetta,excellent,5 cylinders,gas,clean,automatic,fwd,compact,sedan,red,ne,8.294049640102028,11.722618968560035
511930,2012,ford,escape,good,4 cylinders,gas,clean,automatic,fwd,full-size,SUV,grey,mo,8.465899897028686,12.2650299958687
70320,2008,ford,f250,good,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,ct,9.011889433252344,11.703628465792098
456615,2011,toyota,tundra,excellent,8 cylinders,gas,clean,automatic,fwd,full-size,truck,white,ca,10.165813354725493,11.281422067311539
294750,2014,toyota,tundra,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,wi,10.126631103850338,11.37377833356007
292237,2000,buick,lesabre,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,brown,il,7.377133712833954,11.889449113574935
72637,2003,nissan,xterra 4wd,good,6 cylinders,gas,clean,automatic,4wd,full-size,truck,green,dc,8.242756345714477,12.028798329957732
257157,1997,ford,f350 dually,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,pickup,red,or,9.093806555720231,10.621571218386105
443698,1998,bmw,m3,good,6 cylinders,gas,clean,manual,rwd,mid-size,sedan,grey,va,8.922658299524402,12.146375718272047
13597,2002,chevrolet,tahoe 4x4 5.3l vortec,good,8 cylinders,gas,salvage,automatic,4wd,full-size,SUV,black,mn,8.058010800802085,12.199601754399861
162435,2007,bmw,328 xdrive,excellent,6 cylinders,gas,clean,manual,4wd,mid-size,sedan,black,ma,8.77940359789435,11.881103988292375
401452,2012,chevrolet,traverse ltz awd,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,white,fl,9.153770020487789,11.937833658623
433843,2002,ford,f150,good,8 cylinders,gas,clean,automatic,rwd,full-size,truck,blue,or,8.517193191416238,12.154831981336578
408722,2010,toyota,corolla s,like new,4 cylinders,gas,clean,automatic,fwd,compact,sedan,grey,ca,8.895492631451633,11.767645199719182
49289,2014,jeep,grand cherokee,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,wi,9.896160777149667,11.381631567285897
405706,2008,rover,discovery se,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,sc,8.980927207648378,11.842301151971139
359564,2008,subaru,outback,excellent,4 cylinders,gas,clean,automatic,4wd,full-size,wagon,blue,ny,8.34283980427146,11.793817034051603
192276,2012,ram,5500,good,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,silver,ny,10.714195521835219,10.912612674702702
179420,2008,ram,2500 diesel,like new,6 cylinders,diesel,clean,automatic,4wd,full-size,pickup,silver,ny,10.043249494911286,12.019803306488122
213770,1993,buick,regal custom,excellent,6 cylinders,gas,clean,automatic,fwd,mid-size,sedan,custom,mi,7.24422751560335,11.645794138044653
538894,2003,chrysler,town & country,excellent,6 cylinders,gas,clean,automatic,fwd,mid-size,van,silver,co,8.268731832117737,12.473845334987589
486230,2015,chevrolet,impala limited ltz,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,grey,mn,8.974618038455112,11.70379372773265
244734,2011,toyota,prius,excellent,other,hybrid,clean,automatic,fwd,compact,hatchback,blue,tn,9.104424146384634,11.533600260836412
295783,2006,ford,e350 super duty,good,8 cylinders,gas,clean,automatic,rwd,full-size,van,red,oh,8.006367567650246,12.765717004486012
73850,2007,toyota,highlander,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,blue,wi,8.852950887099581,11.880598705305855
142560,2011,chevrolet,silverado,excellent,8 cylinders,diesel,clean,automatic,4wd,full-size,pickup,white,tx,10.021270588192511,12.170497280016253
68229,2012,toyota,tundra 4wd truck,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,grey,ks,9.047821442478408,12.107963552419854
224692,2008,ram,2500,excellent,6 cylinders,diesel,clean,automatic,4wd,full-size,truck,black,ca,10.201738576337144,11.596898898746407
45794,1995,ford,f250 xlt,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,blue,wa,9.20029003612268,11.759863664850155
6360,2017,ford,f250 4x4,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,tn,10.16199824768763,11.588236998267863
197530,2012,kia,sorento,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,mini-van,red,mi,8.507142855562735,12.013761357106851
83200,2003,lexus,ls430,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,sedan,green,tx,8.846496938558838,12.070310194516173
186729,2010,buick,enclave,good,6 cylinders,gas,clean,automatic,fwd,full-size,SUV,brown,tn,9.103868127465667,12.056313143686593
129290,2012,gmc,acadia,good,6 cylinders,gas,clean,automatic,rwd,full-size,SUV,white,la,8.986571625268054,12.099305585597007
502278,2003,toyota,tundra,good,8 cylinders,gas,lien,automatic,4wd,mid-size,pickup,green,co,8.961879012677683,11.793326091923818
38139,2012,gmc,sierra 3500hd,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,ny,10.085600754292345,11.770269456621786
11671,2009,honda,civic ex-l sport sedan,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,red,nj,8.66544076787644,11.794413393258681
227802,2008,jeep,patriot,good,4 cylinders,gas,clean,automatic,fwd,full-size,SUV,white,oh,8.516192691082654,11.593961525259497
47511,1997,ford,f250,excellent,8 cylinders,diesel,rebuilt,automatic,4wd,full-size,truck,black,pa,9.259130536145614,12.185078809025939
506286,2007,ford,mustang shelby gt500,excellent,8 cylinders,gas,clean,manual,rwd,mid-size,convertible,grey,la,10.275051108968611,10.513524826373066
31850,2012,ford,f-550,good,8 cylinders,diesel,clean,automatic,rwd,full-size,truck,white,ny,9.998343083548807,11.821953091441387
197403,2006,ford,escape,excellent,other,gas,clean,automatic,4wd,compact,SUV,blue,ma,8.116715624819111,12.019803306488122
462221,2002,cadillac,seville,good,8 cylinders,gas,clean,automatic,fwd,full-size,sedan,black,ia,8.086410275323782,11.873177005256094
433686,2010,ford,super duty f-250,excellent,8 cylinders,diesel,clean,automatic,4wd,full-size,pickup,silver,pa,9.61547209118311,12.016097877482439
211329,2015,honda,civic,excellent,4 cylinders,gas,clean,automatic,fwd,compact,sedan,grey,nh,9.296518068217235,11.077918254481077
89544,2012,gmc,terrain slt,good,4 cylinders,gas,clean,automatic,fwd,compact,SUV,brown,ks,9.099408811268901,11.600652419206714
190739,2011,chevrolet,silverado 1500,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,in,9.464982590349763,11.654190624773815
233535,2014,chrysler,town country touring l,good,6 cylinders,gas,clean,automatic,fwd,full-size,mini-van,red,va,9.210340371976184,11.98299159226292
392537,2004,ford,f250 super duty,fair,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,oh,8.34283980427146,10.548231993867907
267947,2017,ford,f150 lariat supercrew,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,wi,10.51867319162636,10.598782425153532
177221,2001,gmc,sierra,good,6 cylinders,gas,clean,automatic,rwd,full-size,truck,white,tn,8.411832675758411,11.752021102498365
337502,2005,jeep,grand cherokee,new,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,blue,ma,8.411832675758411,11.911768696769506
351494,2013,chevrolet,express cargo van,good,8 cylinders,gas,clean,automatic,4wd,mid-size,van,white,wi,9.710388122570295,11.784234223304065
188826,2000,ford,f50,good,10 cylinders,gas,clean,automatic,4wd,full-size,truck,white,va,8.85366542803745,12.09815887308463
141943,2016,ford,fusion se,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,grey,sd,9.539644119118783,10.11463949099796
298515,2013,ford,f-150,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,truck,blue,mt,9.740968623038354,11.845174510747134
511907,2012,ford,expedition,good,8 cylinders,gas,clean,automatic,rwd,full-size,SUV,white,mo,8.955448122347393,11.879240790742795
53215,2007,honda,fit sport,excellent,4 cylinders,gas,clean,automatic,fwd,compact,hatchback,blue,wi,8.411832675758411,11.98299159226292
322876,2012,ford,escape 4wd limited,excellent,6 cylinders,gas,clean,automatic,4wd,compact,SUV,white,ny,9.13227071655426,11.490955891541232
497496,2012,nissan,frontier sv,good,6 cylinders,gas,clean,automatic,4wd,mid-size,pickup,silver,sc,9.235032984566555,11.749308979862713
310931,2017,ford,f-250 sd,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,ok,9.90323752128092,11.774550995102228
65632,2005,toyota,sienna,good,6 cylinders,gas,clean,automatic,4wd,mid-size,mini-van,blue,wi,8.779557455883728,12.095196949184237
1861,2005,lincoln,town car signature,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,sedan,silver,ny,8.48673398393153,11.561810862700039
192531,2014,gmc,sierra sle,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,brown,ny,9.574983485564092,12.120111625813069
30748,2003,toyota,tundra,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,black,ca,8.881836305004146,12.429256196044404
150976,2010,ford,escape xlt 4x4,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,red,ia,8.699348067653093,11.849469127611972
191178,2008,toyota,tacoma,excellent,6 cylinders,gas,rebuilt,manual,4wd,mid-size,truck,red,nm,9.472704636443673,11.703628465792098
451470,2013,fiat,500 pop,excellent,4 cylinders,gas,clean,manual,fwd,compact,hatchback,yellow,nc,8.476371196895983,11.373893256274672
279302,2003,audi,a4 quattro,good,6 cylinders,gas,clean,automatic,fwd,mid-size,sedan,blue,mi,8.268731832117737,11.976722372306442
47965,1998,rover,discovery,fair,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,white,ca,7.598399329323964,11.486971557281514
82742,2010,dodge,journey se,like new,4 cylinders,gas,clean,automatic,fwd,mid-size,hatchback,grey,ks,8.699348067653093,11.719524914223706
274970,2008,ford,f-350 sd,good,8 cylinders,gas,clean,automatic,rwd,full-size,truck,white,ky,9.304741047397666,12.297735272001797
460627,2005,chevrolet,silverado,fair,8 cylinders,gas,clean,automatic,rwd,full-size,truck,black,tx,7.600902459542082,12.174633576694793
114899,2005,ford,f-150,good,6 cylinders,gas,clean,automatic,rwd,full-size,truck,brown,sc,8.836373930927389,12.043712526950689
495065,2017,ford,transit,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,van,white,va,10.163926888594034,10.332473855685638
210259,2016,mitsubishi,outlaner gt-s awd,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,brown,ny,9.6614159913364,11.133625056132672
485669,2015,subaru,xv crosstrek,excellent,4 cylinders,gas,rebuilt,automatic,4wd,mid-size,hatchback,white,mn,9.646657943567112,10.331301064308054
269919,2019,ford,edge titanium,like new,4 cylinders,gas,clean,automatic,4wd,full-size,SUV,grey,mn,10.341710224882465,9.535462727401809
6442,2005,dodge,dakota slt,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,truck,purple,tn,8.66561319653451,12.201522308431356
67387,2013,dodge,charger,excellent,6 cylinders,gas,clean,automatic,rwd,mid-size,sedan,grey,ct,9.070503426788383,11.640966814851112
62691,2012,ford,f-150,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,silver,tx,10.12643108384767,11.70682968300725
408642,2008,chevrolet,tahoe z71,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,silver,ca,9.581765987860823,11.835805748071975
480991,2014,ford,f-150,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,pickup,white,fl,9.769670404801788,11.976879582764406
185837,2007,mitsubishi,eclipse gs,excellent,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,red,ia,8.516192691082654,11.533717798424087
419419,2006,jeep,liberty,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,blue,oh,8.292798858200374,11.752367471920557
484378,2010,chevrolet,suburban ltz,excellent,8 cylinders,gas,rebuilt,automatic,4wd,full-size,SUV,white,mn,9.672185813520455,11.577082663413542
175029,2005,toyota,rav4,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,SUV,silver,ma,8.516192691082654,12.176396636420172
415842,2014,ford,f150,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,pickup,white,nc,9.612466578818832,10.743048416551554
26630,2001,ford,expedition,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,white,tn,8.516192691082654,12.436843038406487
280819,2014,hyundai,elantra,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,blue,nh,9.011889433252344,11.627244730918758
263345,2013,honda,civic ex sedan,like new,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,black,oh,9.017968479328726,11.73860978579419
219455,2015,ford,explorer,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,black,mi,9.792555991828847,10.851470731142772
382822,2013,kia,sorento,good,4 cylinders,gas,clean,automatic,4wd,full-size,SUV,silver,id,9.323579767582693,11.378330649969651
291304,1998,chevrolet,suburban 1500,good,4 cylinders,gas,clean,manual,4wd,full-size,SUV,brown,wa,7.696212639346407,12.65079051756004
29408,2011,chrysler,200 s,excellent,6 cylinders,gas,clean,automatic,fwd,mid-size,sedan,black,tx,8.216088098632316,11.801182372172851
15951,2003,pontiac,grand prix se,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,red,ar,7.598399329323964,12.28438462558911
159702,2015,chevrolet,camaro,like new,6 cylinders,gas,clean,automatic,rwd,full-size,coupe,black,tx,9.679593719831214,11.018793064145898
26615,2011,chrysler,300 limited,good,6 cylinders,gas,clean,automatic,rwd,full-size,sedan,silver,nm,8.961879012677683,11.798179592347342
55332,2005,bmw,325 xi,new,6 cylinders,gas,clean,automatic,4wd,mid-size,sedan,silver,pa,8.411832675758411,9.928667851066427
483620,2002,dodge,dakota club cab slt 4wd,good,8 cylinders,gas,clean,automatic,4wd,mid-size,pickup,red,oh,8.516192691082654,12.043612537831775
517330,2010,mini,cooper,excellent,4 cylinders,gas,clean,manual,fwd,compact,coupe,silver,nj,8.070906088787819,12.363119128469458
416203,2005,chrysler,pt cruiser,like new,4 cylinders,gas,clean,automatic,fwd,mid-size,hatchback,red,pa,8.294049640102028,11.176893131577401
190732,2015,nissan,versa,excellent,4 cylinders,gas,clean,automatic,fwd,compact,sedan,red,nm,8.852950887099581,11.136674439500458
32149,2007,toyota,prius,like new,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,black,ny,8.612503371220562,11.618257980236047
468914,1998,ford,f150 ext 2wd v8,good,8 cylinders,gas,clean,automatic,rwd,full-size,pickup,red,il,8.281470857895167,12.178562692961965
476483,2004,gmc,yukon,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,silver,or,8.517193191416238,12.259660804700102
371048,2016,lincoln,mkx,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,mi,9.90323752128092,11.267868560344127
44117,2006,toyota,tundra sr5 crew cab 4x4,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,blue,ny,8.85352256068954,12.39673432659913
534879,2017,chevrolet,cruze lt hatchback 4d,excellent,4 cylinders,gas,clean,automatic,fwd,compact,sedan,blue,ny,9.38429367909962,10.59438219804278
209458,2008,nissan,rogue sl awd,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,SUV,black,co,8.366370301681654,12.108514941935368
170405,2007,ford,f-250 sd,good,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,custom,co,9.61573881119536,12.378916093290018
232585,2008,cadillac,escalade,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,white,ky,9.79540110267107,11.707085008816723
119933,2008,bmw,x3,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,SUV,black,tx,8.716044050161402,11.918457237522937
463576,2004,chevrolet,silverado 2500hd,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,ny,8.476371196895983,12.18592095731932
235524,2002,ford,f-250 sd,good,10 cylinders,gas,clean,automatic,rwd,full-size,truck,grey,mi,8.7787879291047,11.975652685245187
77737,2011,mini,cooper countryman,excellent,4 cylinders,gas,clean,manual,fwd,mid-size,SUV,green,dc,8.66561319653451,11.736149013084608
201238,1989,ford,f-250,fair,8 cylinders,gas,clean,manual,4wd,full-size,pickup,blue,in,7.696212639346407,11.71185828756938
24965,2012,acura,tsx🚘,excellent,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,black,nm,9.209840246934501,11.63793565505107
57290,2016,chevrolet,malibu limited,excellent,4 cylinders,gas,clean,manual,fwd,mid-size,sedan,silver,tx,9.546455401949554,11.005294732100756
409196,2011,jeep,wrangler unlimited,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,silver,ca,9.90323752128092,11.496877380548622
203861,2016,ford,taurus se,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,black,fl,9.581903928408666,10.079958695651907
347361,2015,chevrolet,cruze ltz,good,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,blue,ms,8.846496938558838,11.695330351625486
159287,2016,ford,f150,like new,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,tn,10.797532675462964,10.048020703268426
8711,2017,chrysler,300 c,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,sedan,grey,sc,9.51044496442652,11.37377833356007
27408,2013,gmc,sierra 1500,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,silver,ny,9.851931065621725,11.465477399782918
489990,2007,dodge,nitro,good,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,silver,ky,8.556413904569519,11.90975337968273
479700,2009,toyota,tundra 4wd truck,like new,8 cylinders,gas,clean,automatic,4wd,full-size,truck,grey,ny,9.350102314351341,12.072598394130203
17334,2016,acura,tlx,like new,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,silver,ks,9.679593719831214,11.15513561403932
477360,2018,nissan,altima s sedan 2.5l auto,excellent,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,white,nc,9.546455401949554,10.571573302500703
89816,2002,volkswagen,jetta,good,4 cylinders,gas,clean,manual,fwd,compact,sedan,red,ks,8.294049640102028,11.989221753838985
37186,2012,chevrolet,silverado,like new,8 cylinders,gas,clean,automatic,4wd,full-size,truck,red,mo,9.852088989450127,11.911768696769506
227074,2009,honda,cr-v,excellent,4 cylinders,gas,rebuilt,automatic,4wd,compact,SUV,grey,oh,9.041921720351219,11.28990690584417
434637,2001,chevrolet,express 1500,good,6 cylinders,gas,clean,automatic,fwd,full-size,truck,white,nc,9.740968623038354,12.148470015393714
397062,2015,subaru,legacy,excellent,4 cylinders,gas,salvage,automatic,fwd,full-size,sedan,silver,id,9.332558004700433,10.736614043149514
445315,2006,bmw,x5,good,6 cylinders,gas,salvage,automatic,4wd,compact,SUV,grey,ca,8.242756345714477,11.891176952081684
340673,2011,jeep,grand cherokee laredo,good,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,red,ma,8.987196820661973,11.752021102498365
319285,2010,nissan,murano,good,4 cylinders,gas,clean,automatic,fwd,full-size,SUV,brown,ca,9.433083843269053,11.11162666573148
382403,2008,gmc,acadia slt,good,6 cylinders,gas,rebuilt,automatic,4wd,full-size,SUV,silver,in,8.612503371220562,11.702867908895545
70764,2008,ford,taurus,good,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,black,ri,8.410720946905721,11.585348446896345
9111,2005,honda,odyssey ex,good,6 cylinders,gas,clean,automatic,fwd,full-size,mini-van,red,sc,8.160518247477505,12.332749348356677
262954,2004,chevrolet,silverado,like new,8 cylinders,diesel,clean,automatic,rwd,full-size,truck,red,ks,9.667765219015058,12.12274538294042
85336,2003,ford,taurus sel,excellent,6 cylinders,gas,clean,automatic,fwd,mid-size,sedan,grey,ca,8.00469951054955,11.842142877450847
511341,2007,dodge,dakota st quad cab 4 door,good,6 cylinders,gas,clean,automatic,rwd,mid-size,truck,black,fl,8.612503371220562,11.862948332828584
30459,2017,jeep,wrangler,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,co,10.234193194263003,9.816839745810455
12550,2006,nissan,maxima se,good,6 cylinders,gas,clean,automatic,rwd,full-size,sedan,custom,nc,8.34283980427146,12.072598394130203
288214,2013,kia,rio lx,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,black,mn,8.809862805379057,11.217950195024306
401783,2012,infiniti,g37,good,6 cylinders,gas,clean,automatic,4wd,mid-size,sedan,blue,nc,8.906122330884303,11.980488618676604
381651,2003,chevrolet,silverado ext cab z71 4wd,good,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,oh,8.292798858200374,12.354535753167795
433374,2011,gmc,sierra 2500hd,good,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,white,mi,10.03889218954233,11.559093145815236
4296,2012,audi,s4 quattro premium plus,like new,6 cylinders,gas,clean,manual,4wd,mid-size,sedan,white,ia,10.275051108968611,11.2540251939439
192509,2013,subaru,legacy limited awd gas,like new,6 cylinders,gas,clean,automatic,4wd,mid-size,sedan,blue,ny,9.740968623038354,10.515831319492467
54276,2003,saturn,l200,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,red,wi,7.598399329323964,12.150094711120717
389759,2015,subaru,impreza wagon,like new,4 cylinders,gas,clean,automatic,4wd,compact,wagon,white,mt,9.82547195555139,9.864382832655368
238767,2013,chevrolet,silverado 1500,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,nc,9.795345393916424,12.004568269319446
422278,2007,ford,ranger,excellent,4 cylinders,gas,clean,automatic,rwd,mid-size,pickup,white,ca,8.411832675758411,12.211109937047441
111038,2007,gmc,yukon xl,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,SUV,blue,fl,8.7787879291047,12.337144766623894
463455,2014,ram,promaster,good,6 cylinders,gas,clean,automatic,rwd,full-size,van,white,ny,9.47231994707559,11.597303377434056
527916,2017,ford,edge sel,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,orange,mn,10.064542911536916,10.372302976145054
190630,2010,ford,ranger xl,excellent,4 cylinders,gas,clean,automatic,rwd,compact,pickup,white,mi,8.699514748210191,12.128165156653647
286280,2002,honda,accord,good,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,md,7.783224016336037,11.8718019836638
427209,2003,buick,century custom,good,6 cylinders,gas,clean,automatic,fwd,mid-size,sedan,brown,il,7.762170607138205,11.337821796434746
310660,2007,chevrolet,monte carlo lt,like new,6 cylinders,gas,clean,automatic,fwd,mid-size,coupe,white,mn,8.160518247477505,12.0326176642218
59964,2012,gmc,sierra 3500hd,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,ny,10.085600754292345,11.770269456621786
362380,2011,chevrolet,equinox,excellent,4 cylinders,gas,clean,automatic,4wd,mid-size,SUV,grey,ny,9.158520623246385,11.360811043893564
426282,2006,bmw,3-series,excellent,6 cylinders,gas,clean,automatic,rwd,compact,sedan,grey,ok,8.699181359308954,11.48256934495533
470714,2003,ford,super duty f-250,excellent,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,red,ca,9.61547209118311,12.122620381921227
216832,2004,chevrolet,silverado 2500,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,custom,ia,9.296518068217235,12.083961507135202
59565,2006,mercedes-benz,benz c230,good,6 cylinders,gas,salvage,automatic,rwd,full-size,sedan,silver,tx,8.517193191416238,12.031778780423448
75416,2007,toyota,tundra double cab sr5,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,pickup,white,al,8.612503371220562,12.332749348356677
430490,2011,toyota,camry se,good,4 cylinders,gas,clean,automatic,fwd,compact,sedan,brown,ar,8.68270762989381,11.95124490994934
86197,2019,hyundai,sonata,excellent,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,blue,dc,9.69830670159609,9.72507833256209
434836,2012,honda,odyssey,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,mini-van,black,pa,9.158941808890182,11.501267777412759
104309,2002,ford,f350 xlt,good,8 cylinders,diesel,clean,automatic,rwd,full-size,truck,white,ks,8.294049640102028,13.049814189714601
346143,2001,ram,2500 slt,good,6 cylinders,diesel,clean,manual,4wd,full-size,truck,red,or,9.546455401949554,12.176309072324486
346699,2007,toyota,sequoia,good,8 cylinders,gas,clean,automatic,rwd,full-size,SUV,white,al,8.852950887099581,12.273759330994126
40003,2004,infiniti,g35 coupe,excellent,6 cylinders,gas,clean,manual,fwd,compact,coupe,grey,tx,8.7787879291047,11.759863664850155
337420,2012,jeep,liberty limited,like new,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,silver,ma,9.209840246934501,11.127410032169685
81724,2013,audi,a4,excellent,4 cylinders,gas,clean,automatic,4wd,compact,sedan,black,va,9.153770020487789,11.626789721119275
170568,2008,ford,explorer,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,blue,co,8.986571625268054,11.640491600775833
246578,2015,volkswagen,golf gti,excellent,4 cylinders,gas,lien,manual,fwd,compact,hatchback,white,tn,9.852194258148577,10.669187925777782
485668,2015,jeep,patriot high altitude,excellent,4 cylinders,gas,rebuilt,automatic,4wd,mid-size,SUV,silver,mn,9.423595190540022,10.216069533164237
177694,2019,ford,f150 supercrew cab,like new,8 cylinders,gas,clean,automatic,rwd,full-size,truck,silver,fl,10.236131040272427,10.263118124300494
238311,2005,ford,ranger,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,truck,white,va,8.131530710604252,12.163932073735534
