,year,manufacturer,model,condition,cylinders,fuel,title_status,transmission,drive,size,type,paint_color,state,price_log,odometer_log
497619,2011,volkswagen,jetta,good,5 cylinders,gas,clean,automatic,fwd,compact,sedan,grey,sc,8.852950887099581,11.191410803981995
469252,2009,chevrolet,suburban,good,8 cylinders,gas,clean,automatic,rwd,full-size,SUV,white,nc,9.259035293514941,12.128165156653647
349324,2007,honda,accord,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,ca,8.101677747454572,12.408646075099673
229424,2015,nissan,sentra,good,4 cylinders,gas,clean,automatic,fwd,compact,sedan,black,va,8.612503371220562,11.661431673269453
222856,2014,ford,focus se,excellent,4 cylinders,gas,rebuilt,automatic,fwd,compact,sedan,red,mi,8.83927669058535,10.645662964163428
308110,2001,volkswagen,jetta gls,good,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,wi,7.3777589082278725,12.043571362935515
361085,2009,acura,mdx,like new,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,silver,oh,8.698681067461614,12.133555714690997
34913,2008,gmc,sierra 1500 sle,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,custom,ny,9.648595302907339,11.123550218011012
79791,2002,ford,taurus,excellent,6 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,ca,8.00469951054955,11.944772814352511
272932,2012,audi,q5,good,4 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,mi,9.323669057283185,11.749593151504296
235310,2016,ford,e350 cutaway,good,8 cylinders,gas,clean,automatic,rwd,full-size,truck,white,ca,10.1226230824528,11.704091130418075
436040,2014,ford,f 150 xl,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,truck,white,nc,9.296518068217235,11.793960494700215
210741,2005,nissan,titan le 4x4 crew cab,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,red,ar,8.594154232552366,12.408646075099673
165175,2015,chrysler,200 s,good,6 cylinders,gas,clean,automatic,4wd,full-size,sedan,red,tn,9.304741047397666,11.567120046550889
170481,2007,audi,a4,excellent,4 cylinders,gas,clean,automatic,4wd,mid-size,convertible,black,co,8.5657928612523,11.834675575238103
347234,2001,chevrolet,lumina,good,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,white,id,7.600902459542082,12.31870465964672
48155,2017,chevrolet,silverado,like new,8 cylinders,gas,clean,automatic,4wd,full-size,truck,grey,tx,10.295124152707759,9.741556685389908
252023,1998,honda,accord lx sedan,like new,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,blue,oh,7.598399329323964,12.111816909604453
387211,2011,nissan,altima,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,black,or,8.611593866837723,12.032938752595213
480173,2008,ram,1500 st,good,8 cylinders,gas,clean,automatic,rwd,full-size,truck,white,in,8.281470857895167,11.891430391495609
472074,2014,ford,explorer,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,white,il,9.331052447138447,11.911768696769506
200218,2008,chevrolet,silverado,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,blue,ia,9.099408811268901,11.849469127611972
493861,2009,gmc,sierra 1500,good,8 cylinders,gas,clean,automatic,rwd,full-size,truck,white,in,8.986571625268054,12.079006025445816
519615,2017,ram,1500 laramie,excellent,8 cylinders,gas,rebuilt,automatic,4wd,full-size,truck,blue,nc,10.308952660644293,9.852720435482475
36472,2009,mini,cooper clubman,excellent,4 cylinders,gas,clean,manual,fwd,compact,coupe,grey,tx,8.496990484098719,11.54258134987774
507104,2014,nissan,sentra,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,nv,8.852950887099581,11.378193351769188
538607,2004,volvo,v79,excellent,5 cylinders,gas,clean,automatic,fwd,mid-size,wagon,red,nj,8.070906088787819,12.043612537831775
69473,2012,honda,odyssey ex-l,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,van,grey,ct,9.305650551780507,11.338691118358893
206221,2006,chevrolet,trailblazer ext,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,grey,mi,8.34283980427146,11.922448993205894
167667,2016,nissan,maxima,like new,6 cylinders,gas,clean,automatic,rwd,full-size,sedan,grey,tx,9.740674462130217,10.985462200051215
262771,2019,kia,forte,like new,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,silver,ks,9.679593719831214,9.616471924627508
520992,2014,toyota,tacoma,good,4 cylinders,gas,lien,manual,4wd,full-size,pickup,red,nc,9.711115659888671,11.481445117743048
76744,1979,mercury,zephyr z-7,excellent,6 cylinders,gas,clean,automatic,rwd,mid-size,coupe,white,ne,8.411832675758411,10.59688470185128
292395,2002,toyota,tundra limited 4x4,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,tx,8.824677891164198,12.65079051756004
414913,2010,ford,f250 4x4,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,pa,9.159047077588632,11.513025459970562
191121,2012,toyota,avalon,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,sedan,red,ny,9.047821442478408,11.88455798454194
518560,2005,nissan,titan,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,grey,ga,8.852950887099581,12.509519793560337
249821,2007,subaru,b9 tribeca,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,grey,ca,8.516192691082654,11.883391868025862
429480,2007,ford,f-750,good,6 cylinders,diesel,clean,automatic,rwd,full-size,truck,white,pa,10.042814617757227,11.347461025242696
325311,2010,mazda,cx-7 *like new 88k,like new,4 cylinders,gas,clean,automatic,fwd,mid-size,SUV,grey,fl,9.082507000466299,11.385205723367857
29260,2013,nissan,sentra sv,good,4 cylinders,gas,clean,automatic,fwd,compact,sedan,blue,tx,8.85366542803745,11.225376716963682
433617,2013,gmc,sierra,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,mi,9.51044496442652,11.970413601145545
59835,2016,jeep,compass,excellent,4 cylinders,gas,clean,automatic,4wd,mid-size,SUV,white,ny,9.471935109664646,11.309412957605167
424882,2013,ford,f150 lariat supercrew 4x4,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,ca,9.791158367562208,11.866289935333022
377238,2007,gmc,acadia slt,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,silver,ne,8.29154650988391,12.106307557340598
127876,2017,ford,transit cargo 250,good,6 cylinders,gas,clean,automatic,rwd,full-size,pickup,white,la,9.738023112808596,11.39246259175458
287510,1994,chevrolet,suburban k1500,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,blue,wa,7.937374696163295,14.435505693941499
445570,1992,ford,f-350,like new,8 cylinders,diesel,clean,manual,rwd,full-size,truck,black,ca,9.51044496442652,11.338691118358893
473416,2008,mitsubishi,lancer,excellent,4 cylinders,gas,lien,manual,4wd,mid-size,sedan,white,nc,9.825526011066415,11.376074282221031
66419,2011,ford,f-150,like new,8 cylinders,gas,clean,automatic,rwd,full-size,truck,white,ks,8.516192691082654,12.049553329364066
205812,2009,mercedes-benz,m-class,good,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,ar,9.21024036697585,11.533952832162305
171260,2008,toyota,highlander sport,fair,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,grey,vt,8.779557455883728,12.035343634772026
353629,2006,toyota,camry le,excellent,6 cylinders,gas,clean,automatic,fwd,mid-size,sedan,grey,oh,8.15908865466791,11.799156485154695
123679,2018,ram,3500,like new,6 cylinders,diesel,clean,automatic,4wd,full-size,truck,white,fl,10.645424897265505,11.211955498191513
323727,2011,ford,350 super 4x4,fair,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,green,oh,8.24143968982973,12.117907876366719
468043,2011,ram,1500 quad cab 4x4,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,mi,9.47231994707559,11.805669703014274
25900,2007,toyota,tundra sr5,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,blue,wi,9.209840246934501,12.424818541316393
391665,2011,rover,sport,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,ca,9.76652169746297,11.422781915117262
257757,2014,honda,accord lx,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,black,ky,9.209840246934501,11.661431673269453
228983,1997,jaguar,xj6 l,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,sedan,silver,sc,8.411832675758411,12.278439817656075
382932,2007,toyota,camry,good,4 cylinders,gas,rebuilt,automatic,fwd,full-size,sedan,silver,id,8.411832675758411,11.790632956274806
68292,2004,ford,focus,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,brown,mi,8.292798858200374,11.430771363205453
434587,2018,honda,accord,like new,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,white,mt,10.239959789157341,8.92399074475818
66713,2016,nissan,rogue,excellent,4 cylinders,gas,clean,automatic,4wd,full-size,SUV,grey,wi,9.61547209118311,10.385543262806005
2371,2006,bmw,325xi,excellent,6 cylinders,gas,clean,automatic,4wd,compact,sedan,silver,nj,8.465899897028686,11.758120094311845
136296,2010,chevrolet,camara ss 2ss coupe,excellent,8 cylinders,gas,clean,automatic,rwd,compact,coupe,silver,tx,9.903387547535795,10.49769798523605
38646,2013,nissan,versa,excellent,4 cylinders,gas,clean,manual,fwd,mid-size,sedan,grey,wi,8.516192691082654,11.443682562228068
323763,2005,ford,e350 van,good,8 cylinders,diesel,clean,automatic,rwd,full-size,van,white,mi,8.006367567650246,12.388435868122764
365720,2012,ram,3500 4x4 diesel,excellent,6 cylinders,diesel,clean,automatic,4wd,full-size,truck,white,tx,10.202665790126336,11.876915587628181
9578,2010,toyota,corolla s,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,wa,9.093806555720231,11.492824793263226
491734,2008,gmc,savana cargo 2500,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,SUV,white,ri,8.921991410536698,11.738793302045867
122987,2013,volkswagen,tiguan,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,SUV,silver,fl,9.030016817844901,11.48286823853598
207083,2014,gmc,acadia slt awd,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,grey,mi,9.680156483641596,11.617375566326693
416478,2014,ford,mustang,like new,6 cylinders,gas,clean,automatic,rwd,sub-compact,coupe,silver,il,7.8628820346414905,10.744170726901805
230373,2003,toyota,camry le,good,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,blue,ny,7.937374696163295,12.07431111434792
129895,2006,gmc,sierra,good,8 cylinders,gas,clean,automatic,rwd,full-size,truck,silver,la,8.517193191416238,12.097986195665117
399734,2013,chevrolet,suburban,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,blue,ia,9.491752831414368,12.095196949184237
83263,2003,cadillac,escalade,good,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,white,ne,8.411832675758411,12.225924291232776
57302,2009,infiniti,g37x,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,black,dc,8.779557455883728,11.617375566326693
531960,2012,dodge,1500,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,black,nj,9.539284342176604,11.573540674977666
486246,2011,gmc,savana 3500 unicell,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,van,white,mn,9.740380214665977,11.035599089744641
214039,2015,ram,1500,good,6 cylinders,gas,clean,automatic,rwd,full-size,truck,white,ca,9.680031452383618,11.156579038492296
453692,2005,subaru,forester,excellent,4 cylinders,gas,clean,automatic,4wd,mid-size,hatchback,black,ca,8.476371196895983,11.98299159226292
380813,2019,toyota,tacoma double cab sr5,like new,6 cylinders,gas,rebuilt,automatic,fwd,mid-size,truck,white,tx,9.85214162518454,9.089076284483143
463236,2005,dodge,dakota slt 4x4,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,pickup,blue,ny,8.77770959579525,11.263309593324903
193133,1970,chevrolet,chevelle,good,8 cylinders,gas,clean,automatic,rwd,full-size,sedan,silver,ny,9.51044496442652,9.211339872309265
201086,2015,ford,fusion,excellent,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,black,mi,9.104646467417119,11.647919537356966
229402,2010,ford,flex sel,new,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,red,mi,8.516192691082654,11.98226012050294
501855,2011,ford,f-250 super duty,excellent,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,white,sc,10.043249494911286,12.34587806522105
243008,2010,ford,f-150,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,white,fl,8.922658299524402,12.149988948093258
315989,2011,honda,accord,excellent,6 cylinders,gas,clean,automatic,fwd,mid-size,sedan,black,mn,9.28266103355581,11.525071403513785
136572,2012,nissan,altima,good,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,white,de,8.15908865466791,11.88455798454194
205153,2019,ford,f-250,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,black,mi,10.517320926376348,9.885425409717719
371943,2011,gmc,yukon slt,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,grey,id,9.79784922051313,11.668552197752282
467987,2000,lexus,rx 300,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,custom,mi,8.410720946905721,11.917056350065256
236723,2004,chevrolet,cavalier,fair,4 cylinders,gas,clean,automatic,fwd,compact,coupe,custom,sd,7.495541943884256,11.644041442827765
534380,2012,toyota,corolla,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,green,tn,8.7787879291047,11.70654957326831
192234,2017,ram,2500 power wagon,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,red,ny,10.621083413498383,9.880218925596774
156954,2011,ford,f150 lariat supercrew,excellent,8 cylinders,gas,rebuilt,automatic,rwd,full-size,truck,brown,fl,9.539644119118783,10.142976782386423
443797,2013,hyundai,sonata,like new,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,red,va,8.612503371220562,11.608326549733482
469147,2008,saturn,vue,good,6 cylinders,gas,clean,automatic,fwd,mid-size,SUV,grey,il,7.824046010856292,9.518560095645512
534151,2018,nissan,nv3500,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,van,black,tn,10.184711314926863,10.94755565435211
95365,2014,bmw,x5,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,SUV,blue,tx,7.495541943884256,11.49373245182158
134203,2007,ford,focus zx4,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,blue,va,8.474285690404962,11.438061822754406
321875,2011,chevrolet,traverse,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,blue,ct,9.104424146384634,11.825763457303127
490474,2015,ram,1500,like new,6 cylinders,gas,lien,automatic,4wd,full-size,truck,white,ky,9.998797732340453,11.198351697050132
426187,2014,jeep,grand cherokee overland,like new,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,white,nc,9.798015919593894,11.637997427296819
254543,2014,chevrolet,silverado 1500,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,ky,9.952039593118293,11.641433009174625
451437,2003,ram,1500 quad cab 1500 4x4,good,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,silver,or,8.354674261918463,12.373593544295604
430324,2002,bmw,m3 coupe,excellent,6 cylinders,gas,clean,automatic,rwd,compact,coupe,blue,ca,9.846917201047734,11.836095330351563
197737,2013,ford,f150 platinum,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,truck,white,fl,10.1226230824528,10.925506732372718
305699,2010,volkswagen,touareg,good,6 cylinders,diesel,clean,automatic,4wd,full-size,SUV,black,mn,9.47231994707559,11.614750739018803
440443,1995,cadillac,deville,good,8 cylinders,gas,clean,automatic,fwd,compact,sedan,blue,il,8.292798858200374,11.251690562533296
441271,2006,gmc,sierra 2500 hd,good,8 cylinders,gas,clean,automatic,rwd,full-size,pickup,white,va,8.698681067461614,11.71278401254773
42077,2010,audi,a5,like new,4 cylinders,gas,clean,automatic,4wd,full-size,coupe,black,mo,9.305650551780507,11.535889755603987
80090,2010,mini,cooper clubman s,excellent,4 cylinders,gas,clean,automatic,fwd,compact,wagon,white,ca,8.699514748210191,11.453525717688603
159836,2008,ford,econoline,good,8 cylinders,gas,clean,automatic,rwd,full-size,truck,white,ma,9.740380214665977,11.50995104576804
436754,2014,ford,f-150,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,grey,nc,10.06475570013225,11.092382251415659
78811,2017,nissan,altima 2.5,good,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,black,al,9.38429367909962,10.980416446373079
123876,2013,toyota,prius,excellent,4 cylinders,hybrid,clean,automatic,fwd,compact,sedan,white,fl,9.464982590349763,10.859191286767118
216664,2011,hyundai,sonata,good,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,blue,mi,8.24143968982973,12.066868047809624
193668,2012,honda,odyssey ex-l,like new,6 cylinders,gas,clean,automatic,fwd,full-size,van,grey,ny,9.47231994707559,11.251261954917002
83428,2015,nissan,sentra,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,black,ks,8.984693690443855,11.412176521869625
390608,2009,chrysler,town & country touring,good,6 cylinders,gas,clean,automatic,fwd,full-size,mini-van,green,pa,8.51699317141357,11.969596863681224
57919,2019,ford,transit 350 wagon lowroofxl,like new,6 cylinders,gas,rebuilt,automatic,fwd,mid-size,wagon,white,tx,9.680281499268713,10.501637004473794
266531,2006,bmw,6-series 650i convertible,good,8 cylinders,gas,clean,automatic,rwd,compact,convertible,black,wa,9.392578591964389,11.362218847545526
474245,2010,volkswagen,jetta,excellent,5 cylinders,gas,clean,manual,fwd,compact,sedan,silver,il,8.411832675758411,11.863652756639059
471525,2015,ford,f-150,good,6 cylinders,gas,clean,automatic,4wd,full-size,truck,white,al,10.271596874100524,11.673401809811567
340742,2001,jaguar,vanden plas xj8,good,8 cylinders,gas,clean,automatic,rwd,full-size,sedan,silver,wi,7.937374696163295,11.644041442827765
79223,2006,toyota,tacoma,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,truck,red,ri,9.209840246934501,12.000996147647315
180864,2013,buick,la crosse,excellent,6 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,wi,9.209840246934501,11.415466979208256
349606,2014,ram,1500,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,grey,oh,10.043249494911286,11.302327882824537
324053,2019,honda,accord sport,like new,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,grey,ca,10.126631103850338,9.172638504792172
60707,2012,buick,enclave,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,SUV,brown,oh,7.647308832356238,11.95124490994934
514004,2018,ram,1500,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,silver,ia,10.075337809462788,11.387894979883445
339071,2003,honda,accord,good,6 cylinders,gas,clean,automatic,fwd,compact,coupe,grey,wi,8.086410275323782,12.323900124643377
